indicator_id,name,measure,geo_type_name,geo_join_id,data_value,geo_place_name,measure_info,time_period,message,start_date,unique_id
375,Nitrogen dioxide (NO2),Mean,CD,303,15.35,Bedford Stuyvesant (CD3),ppb,Summer 2019,,2019-06-01T00:00:00.000,643628
375,Nitrogen dioxide (NO2),Mean,CD,303,25.68,Bedford Stuyvesant (CD3),ppb,Annual Average 2010,,2009-12-01T00:00:00.000,167594
375,Nitrogen dioxide (NO2),Mean,CD,303,27.47,Bedford Stuyvesant (CD3),ppb,Winter 2012-13,,2012-12-01T00:00:00.000,166001
375,Nitrogen dioxide (NO2),Mean,CD,318,10.83,Flatlands and Canarsie (CD18),ppb,Summer 2015,,2015-06-01T00:00:00.000,336845
375,Nitrogen dioxide (NO2),Mean,CD,318,19.16,Flatlands and Canarsie (CD18),ppb,Annual Average 2010,,2009-12-01T00:00:00.000,167609
375,Nitrogen dioxide (NO2),Mean,CD,317,23.63,East Flatbush (CD17),ppb,Annual Average 2010,,2009-12-01T00:00:00.000,167608
386,Ozone (O3),Mean,CD,403,30.34,Jackson Heights (CD3),ppb,Summer 2019,,2019-06-01T00:00:00.000,651043
375,Nitrogen dioxide (NO2),Mean,CD,503,11.81,Tottenville and Great Kills (CD3),ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336895
375,Nitrogen dioxide (NO2),Mean,CD,404,23.86,Elmhurst and Corona (CD4),ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643686
365,Fine particles (PM 2.5),Mean,CD,312,12.59,Borough Park (CD12),mcg/m3,Winter 2010-11,,2010-12-01T00:00:00.000,168547
365,Fine particles (PM 2.5),Mean,CD,310,6.53,Bay Ridge and Dyker Heights (CD10),mcg/m3,Annual Average 2021,,2021-01-01T00:00:00.000,742494
365,Fine particles (PM 2.5),Mean,CD,310,8.83,Bay Ridge and Dyker Heights (CD10),mcg/m3,Annual Average 2014,,2013-12-01T00:00:00.000,214141
365,Fine particles (PM 2.5),Mean,CD,310,9.77,Bay Ridge and Dyker Heights (CD10),mcg/m3,Winter 2009-10,,2009-12-01T00:00:00.000,168486
365,Fine particles (PM 2.5),Mean,CD,312,6.78,Borough Park (CD12),mcg/m3,Summer 2020,,2020-06-01T00:00:00.000,669915
365,Fine particles (PM 2.5),Mean,CD,312,7.63,Borough Park (CD12),mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547706
365,Fine particles (PM 2.5),Mean,CD,312,8.22,Borough Park (CD12),mcg/m3,Summer 2018,,2018-06-01T00:00:00.000,606000
365,Fine particles (PM 2.5),Mean,CD,312,8.84,Borough Park (CD12),mcg/m3,Summer 2017,,2017-06-01T00:00:00.000,547704
375,Nitrogen dioxide (NO2),Mean,CD,412,25.48,Jamaica and Hollis (CD12),ppb,Winter 2009-10,,2009-12-01T00:00:00.000,165851
375,Nitrogen dioxide (NO2),Mean,CD,412,22.86,Jamaica and Hollis (CD12),ppb,Winter 2011-12,,2011-12-01T00:00:00.000,165969
375,Nitrogen dioxide (NO2),Mean,CD,410,8.99,South Ozone Park and Howard Beach (CD10),ppb,Summer 2020,,2020-06-01T00:00:00.000,667827
365,Fine particles (PM 2.5),Mean,CD,412,6.23,Jamaica and Hollis (CD12),mcg/m3,Annual Average 2019,,2019-01-01T00:00:00.000,650053
365,Fine particles (PM 2.5),Mean,CD,412,12.64,Jamaica and Hollis (CD12),mcg/m3,Winter 2008-09,,2008-12-01T00:00:00.000,168447
365,Fine particles (PM 2.5),Mean,CD,410,7.46,South Ozone Park and Howard Beach (CD10),mcg/m3,Winter 2017-18,,2017-12-01T00:00:00.000,606049
365,Fine particles (PM 2.5),Mean,CD,212,12.16,Williamsbridge and Baychester (CD12),mcg/m3,Winter 2013-14,,2013-12-01T00:00:00.000,213777
365,Fine particles (PM 2.5),Mean,CD,210,6.70,Throgs Neck and Co-op City (CD10),mcg/m3,Annual Average 2019,,2019-01-01T00:00:00.000,649957
365,Fine particles (PM 2.5),Mean,CD,210,13.04,Throgs Neck and Co-op City (CD10),mcg/m3,Winter 2008-09,,2008-12-01T00:00:00.000,168415
365,Fine particles (PM 2.5),Mean,CD,310,8.81,Bay Ridge and Dyker Heights (CD10),mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,170374
365,Fine particles (PM 2.5),Mean,CD,410,8.12,South Ozone Park and Howard Beach (CD10),mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,170392
365,Fine particles (PM 2.5),Mean,CD,412,8.45,Jamaica and Hollis (CD12),mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,170394
365,Fine particles (PM 2.5),Mean,CD,212,9.03,Williamsbridge and Baychester (CD12),mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,170364
365,Fine particles (PM 2.5),Mean,CD,210,9.13,Throgs Neck and Co-op City (CD10),mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,170362
365,Fine particles (PM 2.5),Mean,CD,310,8.46,Bay Ridge and Dyker Heights (CD10),mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742493
375,Nitrogen dioxide (NO2),Mean,UHF42,401,18.77,Long Island City - Astoria,ppb,Summer 2012,,2012-06-01T00:00:00.000,176033
375,Nitrogen dioxide (NO2),Mean,UHF42,401,15.47,Long Island City - Astoria,ppb,Summer 2021,,2021-06-01T00:00:00.000,740978
375,Nitrogen dioxide (NO2),Mean,UHF42,401,20.89,Long Island City - Astoria,ppb,Annual Average 2018,,2018-01-01T00:00:00.000,602786
375,Nitrogen dioxide (NO2),Mean,UHF42,401,20.91,Long Island City - Astoria,ppb,Annual Average 2016,,2015-12-31T00:00:00.000,412513
375,Nitrogen dioxide (NO2),Mean,CD,410,11.25,South Ozone Park and Howard Beach (CD10),ppb,Summer 2018,,2018-06-01T00:00:00.000,603087
365,Fine particles (PM 2.5),Mean,CD,412,7.48,Jamaica and Hollis (CD12),mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,650054
365,Fine particles (PM 2.5),Mean,CD,412,7.37,Jamaica and Hollis (CD12),mcg/m3,Winter 2019-20,,2019-12-01T00:00:00.000,669968
375,Nitrogen dioxide (NO2),Mean,UHF42,403,19.25,Flushing - Clearview,ppb,Summer 2009,,2009-06-01T00:00:00.000,175909
375,Nitrogen dioxide (NO2),Mean,UHF42,403,28.98,Flushing - Clearview,ppb,Winter 2010-11,,2010-12-01T00:00:00.000,175363
375,Nitrogen dioxide (NO2),Mean,CD,408,18.34,Hillcrest and Fresh Meadows (CD8),ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336868
375,Nitrogen dioxide (NO2),Mean,CD,408,13.67,Hillcrest and Fresh Meadows (CD8),ppb,Summer 2014,,2014-06-01T00:00:00.000,213449
644,Annual vehicle miles travelled (cars),million miles,CD,408,34.90,Hillcrest and Fresh Meadows (CD8),per km2,2005,,2005-01-01T00:00:00.000,154550
644,Annual vehicle miles travelled (cars),million miles,CD,208,15.40,Riverdale and Fieldston (CD8),per km2,2016,,2016-01-01T00:00:00.000,325367
644,Annual vehicle miles travelled (cars),million miles,CD,206,34.60,Belmont and East Tremont (CD6),per km2,2005,,2005-01-01T00:00:00.000,154518
644,Annual vehicle miles travelled (cars),million miles,CD,206,32.50,Belmont and East Tremont (CD6),per km2,2016,,2016-01-01T00:00:00.000,325365
644,Annual vehicle miles travelled (cars),million miles,CD,308,25.10,Crown Heights and Prospect Heights (CD8),per km2,2016,,2016-01-01T00:00:00.000,325379
644,Annual vehicle miles travelled (cars),million miles,CD,308,25.30,Crown Heights and Prospect Heights (CD8),per km2,2005,,2005-01-01T00:00:00.000,154532
643,Annual vehicle miles traveled,million miles,UHF42,403,19.60,Flushing - Clearview,per km2,2005,,2005-01-01T00:00:00.000,151653
643,Annual vehicle miles traveled,million miles,UHF42,405,26.30,Ridgewood - Forest Hills,per km2,2005,,2005-01-01T00:00:00.000,151655
643,Annual vehicle miles traveled,million miles,CD,308,26.40,Crown Heights and Prospect Heights (CD8),per km2,2016,,2016-01-01T00:00:00.000,325272
643,Annual vehicle miles traveled,million miles,CD,308,26.40,Crown Heights and Prospect Heights (CD8),per km2,2005,,2005-01-01T00:00:00.000,154591
375,Nitrogen dioxide (NO2),Mean,UHF42,403,18.50,Flushing - Clearview,ppb,Annual Average 2017,,2017-01-01T00:00:00.000,549851
375,Nitrogen dioxide (NO2),Mean,UHF42,405,21.48,Ridgewood - Forest Hills,ppb,Winter 2020-21,,2020-12-01T00:00:00.000,740989
375,Nitrogen dioxide (NO2),Mean,CD,306,21.44,Park Slope and Carroll Gardens (CD6),ppb,Summer 2011,,2011-06-01T00:00:00.000,166771
375,Nitrogen dioxide (NO2),Mean,CD,306,21.90,Park Slope and Carroll Gardens (CD6),ppb,Summer 2010,,2010-06-01T00:00:00.000,166712
375,Nitrogen dioxide (NO2),Mean,CD,408,19.89,Hillcrest and Fresh Meadows (CD8),ppb,Winter 2020-21,,2020-12-01T00:00:00.000,741271
375,Nitrogen dioxide (NO2),Mean,CD,408,13.27,Hillcrest and Fresh Meadows (CD8),ppb,Summer 2016,,2016-06-01T00:00:00.000,412806
375,Nitrogen dioxide (NO2),Mean,CD,408,22.27,Hillcrest and Fresh Meadows (CD8),ppb,Winter 2015-16,,2015-12-01T00:00:00.000,412805
386,Ozone (O3),Mean,CD,308,32.54,Crown Heights and Prospect Heights (CD8),ppb,Summer 2016,,2016-06-01T00:00:00.000,412102
386,Ozone (O3),Mean,CD,308,31.68,Crown Heights and Prospect Heights (CD8),ppb,Summer 2010,,2010-06-01T00:00:00.000,216465
386,Ozone (O3),Mean,CD,308,30.70,Crown Heights and Prospect Heights (CD8),ppb,Summer 2011,,2011-06-01T00:00:00.000,216466
386,Ozone (O3),Mean,CD,306,32.27,Park Slope and Carroll Gardens (CD6),ppb,Summer 2016,,2016-06-01T00:00:00.000,412100
386,Ozone (O3),Mean,CD,306,31.31,Park Slope and Carroll Gardens (CD6),ppb,Summer 2010,,2010-06-01T00:00:00.000,216453
386,Ozone (O3),Mean,CD,306,29.87,Park Slope and Carroll Gardens (CD6),ppb,Summer 2011,,2011-06-01T00:00:00.000,216454
375,Nitrogen dioxide (NO2),Mean,UHF42,503,18.87,Willowbrook,ppb,Winter 2020-21,,2020-12-01T00:00:00.000,741013
375,Nitrogen dioxide (NO2),Mean,UHF42,503,18.34,Willowbrook,ppb,Winter 2015-16,,2015-12-01T00:00:00.000,412547
375,Nitrogen dioxide (NO2),Mean,UHF42,503,10.16,Willowbrook,ppb,Summer 2016,,2016-06-01T00:00:00.000,412548
365,Fine particles (PM 2.5),Mean,UHF34,303,7.39,East Harlem,mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605840
365,Fine particles (PM 2.5),Mean,UHF34,403,7.76,Flushing - Clearview,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649853
365,Fine particles (PM 2.5),Mean,UHF34,104,9.68,Pelham - Throgs Neck,mcg/m3,Annual Average 2010,,2009-12-01T00:00:00.000,174146
365,Fine particles (PM 2.5),Mean,UHF34,104,10.53,Pelham - Throgs Neck,mcg/m3,Winter 2012-13,,2012-12-01T00:00:00.000,173228
365,Fine particles (PM 2.5),Mean,UHF34,204,9.52,East New York,mcg/m3,Summer 2015,,2015-06-01T00:00:00.000,334100
365,Fine particles (PM 2.5),Mean,UHF34,204,10.29,East New York,mcg/m3,Winter 2012-13,,2012-12-01T00:00:00.000,173232
365,Fine particles (PM 2.5),Mean,UHF34,203,8.11,Bedford Stuyvesant - Crown Heights,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649808
365,Fine particles (PM 2.5),Mean,UHF34,104,13.30,Pelham - Throgs Neck,mcg/m3,Winter 2008-09,,2008-12-01T00:00:00.000,173092
365,Fine particles (PM 2.5),Mean,UHF34,103,6.70,Fordham - Bronx Pk,mcg/m3,Annual Average 2019,,2019-01-01T00:00:00.000,649795
365,Fine particles (PM 2.5),Mean,UHF34,103,14.47,Fordham - Bronx Pk,mcg/m3,Winter 2008-09,,2008-12-01T00:00:00.000,173091
365,Fine particles (PM 2.5),Mean,UHF34,204,13.49,East New York,mcg/m3,Winter 2008-09,,2008-12-01T00:00:00.000,173096
365,Fine particles (PM 2.5),Mean,UHF34,203,13.62,Bedford Stuyvesant - Crown Heights,mcg/m3,Winter 2008-09,,2008-12-01T00:00:00.000,173095
365,Fine particles (PM 2.5),Mean,UHF34,403,6.50,Flushing - Clearview,mcg/m3,Winter 2020-21,,2020-12-01T00:00:00.000,742351
365,Fine particles (PM 2.5),Mean,UHF34,403,7.80,Flushing - Clearview,mcg/m3,Summer 2016,,2016-06-01T00:00:00.000,410925
365,Fine particles (PM 2.5),Mean,UHF34,403,7.68,Flushing - Clearview,mcg/m3,Winter 2015-16,,2015-12-01T00:00:00.000,410924
365,Fine particles (PM 2.5),Mean,UHF34,403,11.58,Flushing - Clearview,mcg/m3,Summer 2010,,2010-06-01T00:00:00.000,173654
365,Fine particles (PM 2.5),Mean,UHF34,403,11.24,Flushing - Clearview,mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,173688
365,Fine particles (PM 2.5),Mean,UHF42,409,9.35,Southeast Queens,mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,178435
365,Fine particles (PM 2.5),Mean,UHF42,409,9.17,Southeast Queens,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,178519
365,Fine particles (PM 2.5),Mean,UHF42,410,6.12,Rockaways,mcg/m3,Winter 2019-20,,2019-12-01T00:00:00.000,669726
365,Fine particles (PM 2.5),Mean,UHF42,410,7.02,Rockaways,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649775
386,Ozone (O3),Mean,UHF34,204,32.58,East New York,ppb,Summer 2015,,2015-06-01T00:00:00.000,338221
386,Ozone (O3),Mean,UHF34,203,30.46,Bedford Stuyvesant - Crown Heights,ppb,Summer 2019,,2019-06-01T00:00:00.000,650970
386,Ozone (O3),Mean,UHF34,203,31.18,Bedford Stuyvesant - Crown Heights,ppb,Summer 2015,,2015-06-01T00:00:00.000,338220
375,Nitrogen dioxide (NO2),Mean,UHF34,305307,27.31,Upper East Side-Gramercy,ppb,Annual Average 2016,,2015-12-31T00:00:00.000,412636
375,Nitrogen dioxide (NO2),Mean,UHF34,305307,31.46,Upper East Side-Gramercy,ppb,Summer 2012,,2012-06-01T00:00:00.000,172198
375,Nitrogen dioxide (NO2),Mean,UHF34,306308,19.44,Chelsea-Village,ppb,Summer 2021,,2021-06-01T00:00:00.000,741104
375,Nitrogen dioxide (NO2),Mean,UHF34,306308,26.64,Chelsea-Village,ppb,Annual Average 2018,,2018-01-01T00:00:00.000,602912
375,Nitrogen dioxide (NO2),Mean,UHF34,306308,27.55,Chelsea-Village,ppb,Annual Average 2016,,2015-12-31T00:00:00.000,412639
375,Nitrogen dioxide (NO2),Mean,UHF34,306308,31.00,Chelsea-Village,ppb,Summer 2012,,2012-06-01T00:00:00.000,172199
375,Nitrogen dioxide (NO2),Mean,UHF34,305307,25.89,Upper East Side-Gramercy,ppb,Annual Average 2018,,2018-01-01T00:00:00.000,602909
375,Nitrogen dioxide (NO2),Mean,UHF34,304,22.74,Upper West Side,ppb,Summer 2013,,2013-06-01T00:00:00.000,172223
386,Ozone (O3),Mean,UHF34,305307,27.41,Upper East Side-Gramercy,ppb,Summer 2021,,2021-06-01T00:00:00.000,743657
386,Ozone (O3),Mean,UHF34,403,30.79,Flushing - Clearview,ppb,Summer 2021,,2021-06-01T00:00:00.000,743663
386,Ozone (O3),Mean,UHF34,403,31.43,Flushing - Clearview,ppb,Summer 2013,,2013-06-01T00:00:00.000,221919
386,Ozone (O3),Mean,UHF34,303,28.87,East Harlem,ppb,Summer 2013,,2013-06-01T00:00:00.000,221895
365,Fine particles (PM 2.5),Mean,UHF42,409,7.18,Southeast Queens,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649772
365,Fine particles (PM 2.5),Mean,UHF42,409,7.16,Southeast Queens,mcg/m3,Winter 2019-20,,2019-12-01T00:00:00.000,669729
365,Fine particles (PM 2.5),Mean,UHF42,409,8.75,Southeast Queens,mcg/m3,Summer 2015,,2015-06-01T00:00:00.000,334061
365,Fine particles (PM 2.5),Mean,UHF42,209,8.95,Bensonhurst - Bay Ridge,mcg/m3,Summer 2015,,2015-06-01T00:00:00.000,333998
365,Fine particles (PM 2.5),Mean,UHF42,209,9.18,Bensonhurst - Bay Ridge,mcg/m3,Annual Average 2010,,2009-12-01T00:00:00.000,178456
365,Fine particles (PM 2.5),Mean,UHF42,410,9.23,Rockaways,mcg/m3,Winter 2012-13,,2012-12-01T00:00:00.000,177344
365,Fine particles (PM 2.5),Mean,UHF42,410,7.99,Rockaways,mcg/m3,Annual Average 2010,,2009-12-01T00:00:00.000,178478
365,Fine particles (PM 2.5),Mean,UHF42,309,9.80,Union Square - Lower East Side,mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742241
365,Fine particles (PM 2.5),Mean,UHF42,309,8.14,Union Square - Lower East Side,mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605741
365,Fine particles (PM 2.5),Mean,UHF42,309,11.46,Union Square - Lower East Side,mcg/m3,Summer 2013,,2013-06-01T00:00:00.000,177963
365,Fine particles (PM 2.5),Mean,UHF42,310,9.60,Lower Manhattan,mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742244
365,Fine particles (PM 2.5),Mean,UHF42,310,8.94,Lower Manhattan,mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605744
365,Fine particles (PM 2.5),Mean,UHF42,310,9.53,Lower Manhattan,mcg/m3,Annual Average 2016,,2015-12-31T00:00:00.000,410818
365,Fine particles (PM 2.5),Mean,UHF42,310,12.22,Lower Manhattan,mcg/m3,Summer 2013,,2013-06-01T00:00:00.000,177964
365,Fine particles (PM 2.5),Mean,UHF34,104,8.53,Pelham - Throgs Neck,mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742298
365,Fine particles (PM 2.5),Mean,UHF34,104,7.00,Pelham - Throgs Neck,mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605798
365,Fine particles (PM 2.5),Mean,UHF34,103,10.29,Fordham - Bronx Pk,mcg/m3,Summer 2013,,2013-06-01T00:00:00.000,173737
365,Fine particles (PM 2.5),Mean,UHF34,204,10.41,East New York,mcg/m3,Summer 2012,,2012-06-01T00:00:00.000,173708
365,Fine particles (PM 2.5),Mean,UHF42,409,9.61,Southeast Queens,mcg/m3,Summer 2012,,2012-06-01T00:00:00.000,177931
365,Fine particles (PM 2.5),Mean,UHF42,409,9.75,Southeast Queens,mcg/m3,Summer 2013,,2013-06-01T00:00:00.000,177973
365,Fine particles (PM 2.5),Mean,UHF42,410,7.25,Rockaways,mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742274
365,Fine particles (PM 2.5),Mean,UHF42,410,6.06,Rockaways,mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605774
365,Fine particles (PM 2.5),Mean,UHF34,305307,7.66,Upper East Side-Gramercy,mcg/m3,Winter 2020-21,,2020-12-01T00:00:00.000,742369
365,Fine particles (PM 2.5),Mean,UHF34,306308,8.50,Chelsea-Village,mcg/m3,Winter 2020-21,,2020-12-01T00:00:00.000,742372
365,Fine particles (PM 2.5),Mean,UHF34,306308,10.44,Chelsea-Village,mcg/m3,Summer 2016,,2016-06-01T00:00:00.000,410946
365,Fine particles (PM 2.5),Mean,UHF34,306308,14.42,Chelsea-Village,mcg/m3,Summer 2010,,2010-06-01T00:00:00.000,173661
365,Fine particles (PM 2.5),Mean,UHF34,305307,14.46,Upper East Side-Gramercy,mcg/m3,Summer 2010,,2010-06-01T00:00:00.000,173660
365,Fine particles (PM 2.5),Mean,UHF34,305307,10.37,Upper East Side-Gramercy,mcg/m3,Summer 2016,,2016-06-01T00:00:00.000,410943
365,Fine particles (PM 2.5),Mean,UHF34,305307,10.10,Upper East Side-Gramercy,mcg/m3,Winter 2015-16,,2015-12-01T00:00:00.000,410942
365,Fine particles (PM 2.5),Mean,UHF34,305307,13.92,Upper East Side-Gramercy,mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,173694
365,Fine particles (PM 2.5),Mean,UHF34,306308,10.51,Chelsea-Village,mcg/m3,Winter 2015-16,,2015-12-01T00:00:00.000,410945
375,Nitrogen dioxide (NO2),Mean,CD,411,16.09,Bayside and Little Neck (CD11),ppb,Annual Average 2018,,2018-01-01T00:00:00.000,603089
375,Nitrogen dioxide (NO2),Mean,CD,411,16.78,Bayside and Little Neck (CD11),ppb,Annual Average 2016,,2015-12-31T00:00:00.000,412816
375,Nitrogen dioxide (NO2),Mean,CD,411,14.43,Bayside and Little Neck (CD11),ppb,Summer 2013,,2013-06-01T00:00:00.000,166912
375,Nitrogen dioxide (NO2),Mean,CD,411,14.96,Bayside and Little Neck (CD11),ppb,Summer 2012,,2012-06-01T00:00:00.000,166853
386,Ozone (O3),Mean,CD,411,30.34,Bayside and Little Neck (CD11),ppb,Summer 2021,,2021-06-01T00:00:00.000,743597
386,Ozone (O3),Mean,CD,409,30.81,Kew Gardens and Woodhaven (CD9),ppb,Summer 2013,,2013-06-01T00:00:00.000,216582
375,Nitrogen dioxide (NO2),Mean,CD,309,15.88,South Crown Heights and Lefferts Gardens (CD9),ppb,Summer 2015,,2015-06-01T00:00:00.000,336818
386,Ozone (O3),Mean,CD,411,31.36,Bayside and Little Neck (CD11),ppb,Summer 2015,,2015-06-01T00:00:00.000,338301
386,Ozone (O3),Mean,CD,209,31.19,Parkchester and Soundview (CD9),ppb,Summer 2015,,2015-06-01T00:00:00.000,338269
386,Ozone (O3),Mean,CD,109,28.77,Morningside Heights and Hamilton Heights (CD9),ppb,Summer 2015,,2015-06-01T00:00:00.000,338257
375,Nitrogen dioxide (NO2),Mean,CD,409,23.30,Kew Gardens and Woodhaven (CD9),ppb,Annual Average 2011,,2010-12-01T00:00:00.000,167677
375,Nitrogen dioxide (NO2),Mean,CD,409,24.07,Kew Gardens and Woodhaven (CD9),ppb,Annual Average 2009,,2008-12-01T00:00:00.000,167559
375,Nitrogen dioxide (NO2),Mean,CD,409,18.69,Kew Gardens and Woodhaven (CD9),ppb,Annual Average 2016,,2015-12-31T00:00:00.000,412810
375,Nitrogen dioxide (NO2),Mean,CD,409,17.63,Kew Gardens and Woodhaven (CD9),ppb,Summer 2013,,2013-06-01T00:00:00.000,166910
375,Nitrogen dioxide (NO2),Mean,CD,409,17.52,Kew Gardens and Woodhaven (CD9),ppb,Summer 2012,,2012-06-01T00:00:00.000,166851
365,Fine particles (PM 2.5),Mean,CD,409,7.72,Kew Gardens and Woodhaven (CD9),mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,650045
365,Fine particles (PM 2.5),Mean,CD,409,9.17,Kew Gardens and Woodhaven (CD9),mcg/m3,Summer 2015,,2015-06-01T00:00:00.000,334334
365,Fine particles (PM 2.5),Mean,CD,409,9.95,Kew Gardens and Woodhaven (CD9),mcg/m3,Winter 2012-13,,2012-12-01T00:00:00.000,168680
365,Fine particles (PM 2.5),Mean,CD,411,6.89,Bayside and Little Neck (CD11),mcg/m3,Winter 2018-19,,2018-12-01T00:00:00.000,650052
365,Fine particles (PM 2.5),Mean,CD,411,5.99,Bayside and Little Neck (CD11),mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669964
365,Fine particles (PM 2.5),Mean,CD,411,8.22,Bayside and Little Neck (CD11),mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,334339
365,Fine particles (PM 2.5),Mean,CD,411,9.72,Bayside and Little Neck (CD11),mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,170216
365,Fine particles (PM 2.5),Mean,CD,411,9.69,Bayside and Little Neck (CD11),mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,170334
365,Fine particles (PM 2.5),Mean,CD,309,6.95,South Crown Heights and Lefferts Gardens (CD9),mcg/m3,Winter 2018-19,,2018-12-01T00:00:00.000,649992
365,Fine particles (PM 2.5),Mean,CD,409,8.29,Kew Gardens and Woodhaven (CD9),mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,334333
365,Fine particles (PM 2.5),Mean,CD,409,8.28,Kew Gardens and Woodhaven (CD9),mcg/m3,Summer 2014,,2014-06-01T00:00:00.000,213981
365,Fine particles (PM 2.5),Mean,CD,409,10.25,Kew Gardens and Woodhaven (CD9),mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,170214
365,Fine particles (PM 2.5),Mean,CD,211,8.59,Morris Park and Bronxdale (CD11),mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742460
365,Fine particles (PM 2.5),Mean,CD,211,7.08,Morris Park and Bronxdale (CD11),mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605960
365,Fine particles (PM 2.5),Mean,CD,309,8.41,South Crown Heights and Lefferts Gardens (CD9),mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742490
365,Fine particles (PM 2.5),Mean,CD,412,9.08,Jamaica and Hollis (CD12),mcg/m3,Summer 2015,,2015-06-01T00:00:00.000,334343
365,Fine particles (PM 2.5),Mean,CD,412,9.79,Jamaica and Hollis (CD12),mcg/m3,Winter 2012-13,,2012-12-01T00:00:00.000,168683
365,Fine particles (PM 2.5),Mean,CD,410,7.19,South Ozone Park and Howard Beach (CD10),mcg/m3,Winter 2019-20,,2019-12-01T00:00:00.000,669962
365,Fine particles (PM 2.5),Mean,CD,410,7.42,South Ozone Park and Howard Beach (CD10),mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,650048
365,Fine particles (PM 2.5),Mean,CD,410,8.78,South Ozone Park and Howard Beach (CD10),mcg/m3,Summer 2015,,2015-06-01T00:00:00.000,334337
365,Fine particles (PM 2.5),Mean,CD,410,9.00,South Ozone Park and Howard Beach (CD10),mcg/m3,Annual Average 2010,,2009-12-01T00:00:00.000,170274
365,Fine particles (PM 2.5),Mean,CD,410,9.60,South Ozone Park and Howard Beach (CD10),mcg/m3,Winter 2012-13,,2012-12-01T00:00:00.000,168681
375,Nitrogen dioxide (NO2),Mean,CD,410,24.45,South Ozone Park and Howard Beach (CD10),ppb,Winter 2016-17,,2016-12-01T00:00:00.000,550146
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),UHF42,301,40.42,Washington Heights,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518954
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),UHF42,401,21.80,Long Island City - Astoria,"per 100,000 adults",2015-2017,,2015-01-01T00:00:00.000,628513
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),UHF42,401,25.09,Long Island City - Astoria,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518964
375,Nitrogen dioxide (NO2),Mean,CD,412,9.38,Jamaica and Hollis (CD12),ppb,Summer 2020,,2020-06-01T00:00:00.000,667839
375,Nitrogen dioxide (NO2),Mean,CD,412,13.81,Jamaica and Hollis (CD12),ppb,Summer 2017,,2017-06-01T00:00:00.000,550150
375,Nitrogen dioxide (NO2),Mean,CD,410,18.60,South Ozone Park and Howard Beach (CD10),ppb,Annual Average 2014,,2013-12-01T00:00:00.000,213628
375,Nitrogen dioxide (NO2),Mean,CD,410,25.64,South Ozone Park and Howard Beach (CD10),ppb,Winter 2009-10,,2009-12-01T00:00:00.000,165849
375,Nitrogen dioxide (NO2),Mean,CD,410,23.04,South Ozone Park and Howard Beach (CD10),ppb,Winter 2011-12,,2011-12-01T00:00:00.000,165967
375,Nitrogen dioxide (NO2),Mean,CD,310,18.24,Bay Ridge and Dyker Heights (CD10),ppb,Annual Average 2017,,2017-01-01T00:00:00.000,550091
